source_group,source_table,source_file,column_name,data_type,missing_percentage,unique_values,example_values,numeric_min,numeric_q05,numeric_q25,numeric_median,numeric_q75,numeric_q95,numeric_max,date_min,date_max,likely_semantic_role,timing_classification,possible_leakage_risk,missingness_interpretation,data_quality_concerns
analytical,eligibility,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/eligibility.parquet,eligible_for_arpi,bool,0.0,2,True | False,,,,,,,,,,indicator,eligibility,CONDITIONAL: enforce documented availability cutoff,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,eligibility,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/eligibility.parquet,ineligibility_reason,str,22.81,3,does_not_meet_mhspc_state | configured_contraindication | insufficient_clinical_state_evidence,,,,,,,,,,categorical_or_descriptive,eligibility,CONDITIONAL: enforce documented availability cutoff,collected_but_unavailable_or_unknown,high missingness (22.8%)
analytical,eligibility,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/eligibility.parquet,market_code,str,0.0,7,US | DE | JP,,,,,,,,,,market_or_pathway_segment,baseline,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,eligibility,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/eligibility.parquet,mhspc_flag,bool,0.0,2,True | False,,,,,,,,,,indicator,eligibility,CONDITIONAL: enforce documented availability cutoff,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,eligibility,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/eligibility.parquet,minimum_followup_required_days,int64,0.0,1,90,90.0,90.0,90.0,90.0,90.0,90.0,90.0,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,constant or all-missing field
analytical,eligibility,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/eligibility.parquet,patient_id,str,0.0,10000,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,identifier,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,eligibility,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/eligibility.parquet,possible_followup_days,int64,0.0,2081,955 | 2082 | 1895,457.0,557.95,979.75,1497.0,2022.0,2444.0499999999993,2556.0,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,eligibility,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/eligibility.parquet,source_assumption,str,0.0,1,Synthetic diagnostic denominator for pathway analysis; not a,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,constant or all-missing field
analytical,eligibility,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/eligibility.parquet,synthetic_event_flag,bool,0.0,1,True,,,,,,,,,,indicator,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,constant or all-missing field
analytical,encounter,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/encounter.parquet,care_setting,str,0.0,4,mixed_pathway | community_oncology | community_urology,,,,,,,,,,market_or_pathway_segment,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,encounter,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/encounter.parquet,detail_level,str,0.0,2,deep | scan,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,encounter,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/encounter.parquet,encounter_date,datetime64[us],0.0,2557,2023-05-21 | 2023-05-28 | 2023-06-12,,,,,,,,2019-01-01,2025-12-31,temporal,event_time,CONDITIONAL: require date <= analysis/prediction cutoff,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,encounter,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/encounter.parquet,encounter_id,str,0.0,76819,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,encounter,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/encounter.parquet,encounter_type,str,0.0,8,diagnosis | urology_decision | oncology_consultation,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,encounter,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/encounter.parquet,market_code,str,0.0,7,US | DE | JP,,,,,,,,,,market_or_pathway_segment,baseline,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,encounter,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/encounter.parquet,organization_id,str,0.0,40,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,encounter,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/encounter.parquet,patient_id,str,0.0,10000,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,identifier,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,encounter,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/encounter.parquet,provider_id,str,0.0,48,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,encounter,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/encounter.parquet,provider_specialty,str,0.0,2,urology | medical_oncology,,,,,,,,,,market_or_pathway_segment,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,encounter,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/encounter.parquet,sequence_number,int64,0.0,21,0 | 1 | 2,0.0,0.0,1.0,3.0,6.0,10.0,20.0,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,encounter,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/encounter.parquet,synthetic_event_flag,bool,0.0,1,True,,,,,,,,,,indicator,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,constant or all-missing field
analytical,feature_timing,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/feature_timing.parquet,allowed_use_cases,str,0.0,9,grouping_only | all_prediction_tasks | cohort_definition,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,feature_timing,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/feature_timing.parquet,availability_condition,str,0.0,9,never_as_predictor | available_at_index | recorded_by_eligibility_date,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,feature_timing,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/feature_timing.parquet,availability_stage,str,0.0,11,identifier | baseline | diagnosis,,,,,,,,,,clinical_state_or_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,feature_timing,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/feature_timing.parquet,feature_metadata_id,str,0.0,105,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,feature_timing,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/feature_timing.parquet,feature_name,str,0.0,105,patient_id | market_code | country,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,feature_timing,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/feature_timing.parquet,future_information_flag,bool,0.0,2,False | True,,,,,,,,,,indicator,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,feature_timing,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/feature_timing.parquet,predictor_allowed_flag,bool,0.0,2,False | True,,,,,,,,,,indicator,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,feature_timing,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/feature_timing.parquet,target_label_flag,bool,0.0,2,False | True,,,,,,,,,,indicator,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,feature_timing,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/feature_timing.parquet,timing_rule_version,str,0.0,1,FEATURE-TIMING-v2.1,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,constant or all-missing field
analytical,observation,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/observation.parquet,censor_date,datetime64[us],0.0,1049,2025-12-31 | 2024-08-29 | 2023-04-18,,,,,,,,2019-05-19,2025-12-31,temporal,future,HIGH: future/post-index information,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,observation,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/observation.parquet,censor_reason,str,0.0,3,administrative_end | death | loss_to_follow_up,,,,,,,,,,categorical_or_descriptive,future,HIGH: future/post-index information,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,observation,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/observation.parquet,death_date,datetime64[us],92.28,630,2024-08-29 | 2023-04-18 | 2024-02-26,,,,,,,,2019-05-19,2025-12-31,temporal,target_or_outcome,HIGH: target/outcome-derived; never use as predictor,mixed_structural_or_event_dependent,high missingness (92.3%); some date values do not parse
analytical,observation,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/observation.parquet,follow_up_days_from_diagnosis,int64,0.0,2350,955 | 2082 | 1895,90.0,446.0,835.0,1364.0,1937.0,2426.0,2556.0,,,numeric_measure,outcome_or_post_index,HIGH unless used only as target/descriptive endpoint,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,observation,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/observation.parquet,last_observed_date,datetime64[us],0.0,1049,2025-12-31 | 2024-08-29 | 2023-04-18,,,,,,,,2019-05-19,2025-12-31,temporal,future,HIGH: future/post-index information,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,observation,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/observation.parquet,loss_to_follow_up_date,datetime64[us],91.96,630,2022-03-29 | 2024-08-03 | 2024-09-30,,,,,,,,2019-09-06,2025-12-30,temporal,target_or_outcome,HIGH: target/outcome-derived; never use as predictor,collected_but_unavailable_or_unknown,high missingness (92.0%); some date values do not parse
analytical,observation,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/observation.parquet,market_code,str,0.0,7,US | DE | JP,,,,,,,,,,market_or_pathway_segment,baseline,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,observation,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/observation.parquet,observation_end_date,datetime64[us],0.0,1,2025-12-31,,,,,,,,2025-12-31,2025-12-31,temporal,administrative,CONDITIONAL: enforce documented availability cutoff,collected_but_unavailable_or_unknown,constant or all-missing field
analytical,observation,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/observation.parquet,observation_id,str,0.0,10000,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,observation,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/observation.parquet,observation_rule_version,str,0.0,1,OBSERVATION-v2.1,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,constant or all-missing field
analytical,observation,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/observation.parquet,observation_start_date,datetime64[us],0.0,2416,2021-05-23 | 2018-04-27 | 2019-08-06,,,,,,,,2017-01-16,2024-03-14,temporal,administrative,CONDITIONAL: enforce documented availability cutoff,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,observation,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/observation.parquet,patient_id,str,0.0,10000,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,identifier,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,observation,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/observation.parquet,synthetic_event_flag,bool,0.0,1,True,,,,,,,,,,indicator,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,constant or all-missing field
analytical,organization,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/organization.parquet,academic_flag,bool,0.0,2,False | True,,,,,,,,,,indicator,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,organization,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/organization.parquet,care_setting,str,0.0,4,community_urology | community_oncology | academic_oncology,,,,,,,,,,market_or_pathway_segment,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,organization,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/organization.parquet,market_code,str,0.0,7,US | DE | JP,,,,,,,,,,market_or_pathway_segment,baseline,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,organization,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/organization.parquet,multidisciplinary_team_flag,bool,0.0,2,False | True,,,,,,,,,,indicator,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
